codigo_producto,nombre_producto,tipo_b_s,categoria_codigo,subcategoria_codigo,procedencia_pais,iva_pct,precio_lista_1,precio_lista_2,precio_lista_3,activo_catalogo,lote_export,marca_color_catalogo
GT022-200 18FR,"SONDA FOLEY 18FR, 2 VIAS, BALON DE 5-15ML",B,4,71,CHINA,,"0,83000000","0,62000000","0,70000000",S,0,VERDE
GT022-200 20FR,"SONDA FOLEY 20FR, 2 VIAS, BALON DE 5-15ML",B,4,71,CHINA,,"0,83000001","0,62000000","0,70000000",S,0,AMARILLO
GT022-200 22FR,"SONDA FOLEY 22FR, 2 VIAS, BALON DE 30ML",B,4,71,CHINA,,"0,83000000","0,62000000","0,70000001",S,0,NARANJA
GT022-200 24FR,"SONDA FOLEY 24FR, 2 VIAS, BALON DE 30ML",B,4,71,CHINA,,"0,82999999","0,62000000","0,70000000",S,0,VIOLETA
GT022-200 6FR,"SONDA FOLEY 6FR, 2 VIAS, BALON DE 3ML, PEDIATRICA",B,4,71,CHINA,,"1,17000000","0,87999999","0,98000000",S,0,GRIS
GT022-200 8FR,"SONDA FOLEY 8FR, 2 VIAS, BALON DE 3-5ML, PEDIATRICA",B,4,71,CHINA,,"1,17000000","0,88000001","0,98000001",S,0,AZUL
GT022-300 16FR,"SONDA FOLEY 16FR, 3 VIAS, BALON DE 30-50ML",B,4,71,CHINA,,"1,31000001","0,97999999","1,08000000",S,0,ROJO
GT022-300 18FR,"SONDA FOLEY 18FR, 3 VIAS, BALON DE 30-50ML",B,4,71,CHINA,,"1,31000000","0,98000001","1,08000001",S,0,VERDE
GT022-300 20FR,"SONDA FOLEY 20FR, 3 VIAS, BALON DE 30-50ML",B,4,71,CHINA,,"1,30999999","0,97999999","1,08000001",S,0,AMARILLO
GT022-300 22FR,"SONDA FOLEY 22FR, 3 VIAS, BALON DE 30-50ML",B,4,71,CHINA,,"1,31000000","0,98000000","1,08000000",S,0,NARANJA
GT022-300 24FR,"SONDA FOLEY 24FR, 3 VIAS, BALON DE 30-50ML",B,4,71,CHINA,,"1,31000000","0,97999999","1,08000000",S,0,VIOLETA
GT023-200 10FR,"SISTEMA DE SUCCION CERRADA 10FR, MDI, PARA TUBO ENDOTRAQUEAL, CONEXION EN CODO",B,4,71,CHINA,,"13,92999992","10,39999992","11,00000009",S,0,GRIS
GT023-200 12FR,"SISTEMA DE SUCCION CERRADA 12FR, MDI, PARA TUBO ENDOTRAQUEAL, CONEXION EN CODO",B,4,71,CHINA,,"13,92999992","10,40000003","10,99999993",S,0,AZUL
GT023-200 14FR,"SISTEMA DE SUCCION CERRADA 14FR, MDI, PARA TUBO ENDOTRAQUEAL, CONEXION EN CODO",B,4,71,CHINA,,"13,93000008","10,40000007","10,99999991",S,0,ROJO
GT023-200 16FR,"SISTEMA DE SUCCION CERRADA 16FR MDI, PARA TUBO ENDOTRAQUEAL, CONEXION EN CODO",B,4,71,CHINA,,"13,92999997","10,39999993","11,00000000",S,0,VERDE
GT023-200 6FR,"SISTEMA DE SUCCION CERRADA 6FR, MDI, PARA TUBO ENDOTRAQUEAL, CONEXION EN CODO",B,4,71,CHINA,,"16,19999992","12,20000006","12,93999991",S,0,AMARILLO
GT023-200 8FR,"SISTEMA DE SUCCION CERRADA 8FR, MDI, PARA TUBO ENDOTRAQUEAL, CONEXION EN CODO",B,4,71,CHINA,,"16,35000007","12,20000010","12,94000008",S,0,NARANJA
GT024-100 A,DRENS DE PENROSE 1/2 x 30 cm,B,4,71,CHINA,,"0,85999999","0,64000000","0,70000001",S,0,VIOLETA
GT024-100 B,DRENS DE PENROSE 1/4 x 30 cm,B,4,71,CHINA,,"0,86000000","0,64000000","0,70000000",S,0,GRIS
GT024-100 C,DRENS DE PENROSE 1 x 30 cm,B,4,71,CHINA,,"0,85999999","0,64000000","0,70000000",S,0,AZUL
GT024-800 28FR D,"TUBO ENDOBRONQUIAL ROBERTSHAW, DOBLE LUMEN, 28 FR, DERECHO",B,4,71,CHINA,,"83,99999983","60,99999963","75,00000045",S,0,ROJO
GT024-800 28FR I,"TUBO ENDOBRONQUIAL ROBERTSHAW, DOBLE LUMEN, 28 FR, IZQUIERDO",B,4,71,CHINA,,"83,99999983","61,00000018","75,00000000",S,0,VERDE
GT024-800 35FR D,"TUBO ENDOBRONQUIAL ROBERTSHAW, DOBLE LUMEN, 35 FR, DERECHO",B,4,71,CHINA,,"84,00000000","61,00000006","75,00000015",S,0,AMARILLO
GT024-800 35FR I,"TUBO ENDOBRONQUIAL ROBERTSHAW, DOBLE LUMEN, 35 FR, IZQUIERDO",B,4,71,CHINA,,"84,00000017","61,00000012","75,00000030",S,0,NARANJA
GT024-800 37FR D,"TUBO ENDOBRONQUIAL ROBERTSHAW, DOBLE LUMEN, 37 FR, DERECHO",B,4,71,CHINA,,"84,00000017","60,99999957","75,00000052",S,0,VIOLETA
GT024-800 37FR I,"TUBO ENDOBRONQUIAL ROBERTSHAW, DOBLE LUMEN, 37 FR, IZQUIERDO",B,4,71,CHINA,,"84,00000059","61,00000037","74,99999985",S,0,GRIS
GT025-100 12FR,SONDA DE KHER 12 FR,B,4,71,CHINA,,"1,96000001","1,46000000","1,58000000",S,0,AZUL
GT025-100 14FR,SONDA DE KHER 14 FR,B,4,71,CHINA,,"1,96000000","1,46000000","1,58000001",S,0,ROJO
GT025-100 16FR,SONDA DE KHER 16 FR,B,4,71,CHINA,,"1,96000000","1,46000000","1,58000001",S,0,VERDE
GT025-100 18FR,SONDA DE KHER 18 FR,B,4,71,CHINA,,"1,96000001","1,45999999","1,58000000",S,0,AMARILLO
GT027-100,CANULA YANKAUER,B,4,71,CHINA,,"1,10000001","0,79999999","0,92000000",S,0,NARANJA
GT027-100 2M,"TUBO DE CONEXION 1/4 PULG, 2M ESTERIL",B,4,71,CHINA,,"1,12000000","0,82000000","0,94000001",S,0,VIOLETA
GT027-100 3M,"TUBO DE CONEXION 1/4 PULG, 3M ESTERIL",B,4,71,CHINA,,"1,66000001","1,20000000","1,39999999",S,0,GRIS
GT032-100 S,SOPORTE PARA CIRCUITO DE VENTILACION,B,4,71,CHINA,,"0,00000000","0,00000000","0,00000000",S,0,AZUL
GT032-100 T,TAPA PARA CIRUITO DE VENTILACION Y ANESTESIA,B,4,71,CHINA,,"0,00000000","0,00000000","0,00000000",S,0,ROJO
GT032-100BC A,"CIRCUITO VENTILACION ADULTO CON TRAMPAS DE AGUA, TAPA Y SOPORTE",B,4,71,CHINA,,"12,73999994","9,59000007","10,33999994",S,0,VERDE
GT032-100BC N,"CIRCUITO VENTILACION PEDIATRICO CON TRAMPAS DE AGUA, TAPA Y SOPORTE",B,4,71,CHINA,,"12,91999990","9,72000005","10,47000006",S,0,AMARILLO
GT032-100EA,"CIRCUITO ANESTESIA EXPANDIBLE ADULTO SET, CON BALON 3L, MASCARILLA, FILTRO BV, TUBO CO2",B,4,71,CHINA,,"12,64999990","9,50000005","10,20000006",S,0,NARANJA
GT032-100EA 2L,"CIRCUITO ANESTESIA EXPANDIBLE ADULTO CON TAPA SET, CON BALON 2L, MASCARILLA, FILTRO BV, TUBO CO2",B,4,71,CHINA,,"12,78999996","9,60000005","10,31000005",S,0,VIOLETA
GT032-100EA 3L,"CIRCUITO ANESTESIA EXPANDIBLE ADULTO CON TAPA SET, CON BALON 3L, MASCARILLA, FILTRO BV, TUBO CO2",B,4,71,CHINA,,"12,80999994","9,60999995","10,31999998",S,0,GRIS
GT032-100EB,"CIRCUITO ANESTESIA EXPANDIBLE PEDIATRICO CON TAPA SET, CON BALON 1L, MASCARILLA, FILTRO BV, TUBO CO2",B,4,71,CHINA,,"13,56999989","10,21999997","11,02999997",S,0,AZUL
GT032-100EC,"CIRCUITO ANESTESIA EXPANDIBLE PEDIATRICO SET, CON BALON 0.5L, MASCARILLA, FILTRO BV, TUBO CO2",B,4,71,CHINA,,"13,41999995","10,09999997","10,89999995",S,0,ROJO
GT032-100EC 0.5L,"CIRCUITO ANESTESIA EXPANDIBLE PEDIATRICO CON TAPA SET, CON BALON 0.5L, MASCARILLA, FILTRO BV, TUBO CO2",B,4,71,CHINA,,"13,56999999","10,20999998","11,02000001",S,0,VERDE
GT032-100EC 1L,"CIRCUITO ANESTESIA EXPANDIBLE PEDIATRICO SET, CON BALON 1L, MASCARILLA, FILTRO BV, TUBO CO2",B,4,71,CHINA,,"13,42000001","10,09999998","10,90000000",S,0,AMARILLO
GT032-100NA,"CIRCUITO VENTILACION ADULTO ESTANDAR, CON TAPA Y SOPORTE",B,4,71,CHINA,,"6,06000003","4,56000000","4,95000002",S,0,NARANJA
GT032-100NC,"CIRCUITO VENTILACION PEDIATRICO ESTANDAR, CON TAPA Y SOPORTE",B,4,71,CHINA,,"6,42999995","4,82999997","5,21999997",S,0,VIOLETA
GT032-200,"FILTRO BACTERIAL/ VIRAL, ESTANDAR",B,4,71,CHINA,,"2,07000001","1,55000001","1,70000001",S,0,GRIS
GT032-300 A1,FILTRO HIGROSCOPICO ADULTO,B,4,71,CHINA,,"1,86000000","1,39999999","1,51000000",S,0,AZUL
GT032-300 B2,FILTRO HIGROSCOPICO PEDIATRICO,B,4,71,CHINA,,"2,81000001","2,10000001","2,30000000",S,0,ROJO
GT032-A021,"MANGUERA CORRUGADA 22 MMX 30 MTS ID, CAJA",B,4,71,CHINA,,"28,05000003","20,99999994","22,79999998",S,0,VERDE
GT032-A021 M,"MANGUERA CORRUGADA 22 MM, METROS",B,4,71,CHINA,,"0,00000000","0,00000000","0,00000000",S,0,AMARILLO
GU50V,GRAPA UMBILICAL COLOR VERDE ECUAGRAP,B,6,8,ECUADOR,,"0,00000000","0,00000000","0,00000000",N,0,NARANJA
GU9A,GRAPA UMBILICAL COLOR AMARILLA ECUAGRAP,B,6,8,ECUADOR,,"0,00000000","0,00000000","0,00000000",N,0,VIOLETA
GV.1433.82,"DILATADORES HEGAR UTERINOS, SET DE 8 PIEZAS, DOBLE LADO, DE 3/4 MM A 17/18 MM",B,1,22,ALEMANIA,,"136,01999905","136,01999932","136,02000014",S,0,GRIS
GZ.1226.42,CUCHARILLA WALLICH 420 MM,B,1,22,ALEMANIA,,"114,92999966","114,93000046","114,93000080",S,0,AZUL
H1H06,MEDIA NYLON LARGAS COMUNES PARA TOMA DE MOLDES,B,6,54,ECUADOR,,"0,00000000","0,00000000","0,00000000",S,0,ROJO
H1H06-1,MEDIA NYLON COMUN TIPO CALZON,B,6,54,ECUADOR,,"0,00000000","0,00000000","0,00000000",S,0,VERDE
HEB-1,HEBILLA RECTANGULAR CON PASADOR,B,6,54,ECUADOR,,"0,00000000","0,00000000","0,00000000",S,0,AMARILLO
HKWH0030SW,TRANSMISOR DE DATOS HDMI 11,B,4,54,CHINA,,"0,00000000","0,00000000","0,00000000",S,0,NARANJA
HR39,"ROLLO PARA ESTERILIZACION POR AIRE CALIENTE, 5 CM X 200 M",B,9,50,FINLANDIA,,"34,99999997","30,16000021","32,60000003",N,0,VIOLETA
HR40,"ROLLO PARA ESTERILIZACION POR AIRE CALIENTE, 7.5 CM X 200 M",B,9,50,FINLANDIA,,"53,10000032","45,75999982","49,50000025",N,0,GRIS
HR41,"ROLLO PARA ESTERILIZACION POR AIRE CALIENTE, 10 CM X 200 M",B,9,50,FINLANDIA,,"69,60000049","59,99999988","64,79999948",N,0,AZUL
HR42,"ROLLO PARA ESTERILIZACION POR AIRE CALIENTE, 15 CM X 200 M",B,9,50,FINLANDIA,,"92,80000019","80,00000024","86,40000000",N,0,ROJO
HR43,"ROLLO PARA ESTERILIZACION POR AIRE CALIENTE, 20 CM X 200 M",B,9,50,FINLANDIA,,"127,59999898","110,00000022","118,79999929",N,0,VERDE
HR44,"ROLLO PARA ESTERILIZACION POR AIRE CALIENTE, 25 CM X 200 M",B,9,50,FINLANDIA,,"135,19999905","116,48000093","125,79999912",N,0,AMARILLO
HX 400,HELIX TEST SET CON 400 TIRAS DE CONTROL,B,9,50,FINLANDIA,,"118,09999988","101,79999929","112,00000022",N,0,NARANJA
IC-1200-WH,VASCUEASE SISTEMA PORTATIL DVT,B,8,66,ESTADOS UNIDOS,,"299,99999850","300,00000120","300,00000000",S,0,VIOLETA
IM04018,INDICADOR BIOLOGICO PARA VAPOR INTERPRETACION Y LECTURA EXTRA RAPIDA,B,8,1,ESTADOS UNIDOS,,"0,00000000","0,00000000","0,00000000",N,0,GRIS
ITE19,"CINTA INDICADORA ESTERILIZACION, OXIDO DE ETILENO",B,9,50,FINLANDIA,,"7,02000004","5,24999998","5,49999998",S,0,AZUL
"ITEX-VG-6""X9","VENDA DE GASA 6"" X 9 MTS",B,6,,ECUADOR,,"0,00000000","0,00000000","0,00000000",N,0,ROJO
ITEX-VG-6-X9,"VENDA DE GASA 6"" X 9 MTS",B,6,75,ECUADOR,,"0,00000000","0,00000000","0,00000000",S,0,VERDE
ITH19,"CINTA INDICADORA PARA ESTERILIZACION POR AIRE CALIENTE, 19 MM",B,9,50,FINLANDIA,,"29,14999994","21,94999996","22,99999995",S,0,AMARILLO
ITP20,"CINTA INDICADORA PARA ESTERILIZACION POR PLASMA, CJ X 200 UND",B,9,50,FINLANDIA,,"97,17999981","72,79999978","78,70000024",S,0,NARANJA
ITP25,"CINTA INDICADORA PARA ESTERILIZACION POR PLASMA, ROLLO 25MM X 25M",B,9,50,FINLANDIA,,"16,10000003","12,00000008","13,19999989",S,0,VIOLETA
ITS19,"CINTA INDICADORA PARA ESTERILIZACION A VAPOR,19 MM X 50 METROS",B,9,50,FINLANDIA,,"5,50000002","4,09999997","4,30000000",S,0,GRIS
ITS19./,"CINTA INDICADORA PARA ESTERILIZACION A VAPOR, 18MM X 50M",B,4,70,CHINA,,"0,00000000","0,00000000","0,00000000",N,0,AZUL
J.8860.06,LUBRICANTE ESPECIAL PARA MANTENIMIENTO DEL INSTRUMENTAL,B,1,22,ALEMANIA,,"52,43000005","52,43000026","52,42999974",S,0,ROJO
J.8860.08,"ACEITE ESPECIAL PARA EL CUIDADO DEL INSTRUMENTAL, DE 100 ML",B,1,22,ALEMANIA,,"35,00000024","34,99999986","35,00000014",S,0,VERDE
J001-0410-00,PANEL TACTIL FRONTAL PARA REPARACION,B,13,41,KOREA,,"0,00000000","0,00000000","0,00000000",S,0,AMARILLO
J001-0478-00,ADAPTADOR PARA PUERTO DE ESCAPE,B,13,41,KOREA,,"0,00000000","0,00000000","0,00000000",S,0,NARANJA
JS-ACCD-10,GORROS QUIRURGICOS # 7 1/2,B,8,54,ESTADOS UNIDOS,,"0,00000000","0,00000000","0,00000000",S,0,VIOLETA
KCM10-3N,"CALCETIN DE COLOCACION DE PROTESIS TRANSTIBIAL 23-31CM, BLANCA, 3 CAPAS, MEDIUM SHORT",B,8,64,ESTADOS UNIDOS,,"0,00000000","0,00000000","0,00000000",S,0,GRIS
KCM14-3N,"CALCETIN DE COLOCACION DE PROTESIS TRANSTIBIAL 23-31CM, BLANCA, 3 CAPAS, MEDIUM REGULAR",B,8,64,ESTADOS UNIDOS,,"0,00000000","0,00000000","0,00000000",S,0,AZUL
KH.1717.14,PINZA PARA REPOSICION DE 140MM,B,1,22,ALEMANIA,,"0,00000000","0,00000000","0,00000000",S,0,ROJO
KH.1724.14,PINZA PARA REPOSICION DE 135MM,B,1,22,ALEMANIA,,"0,00000000","0,00000000","0,00000000",S,0,VERDE
KH.1727.21,PINZA FERGUSSON 210 MM,B,1,22,ALEMANIA,,"82,52000017","82,52000008","82,51999934",S,0,AMARILLO
KH.1911.01,"PINZA SMITH-PETERSEN PARA HUESOS CURVADA, 3 MM LONGITUD 240 MM",B,1,22,ALEMANIA,,"0,00000000","0,00000000","0,00000000",S,0,NARANJA
KH.1937.14,PINZA PARA CORTAR DE HUESOS SMITH-PETERSEN LONGITUD RECTA 140 MM,B,1,22,ALEMANIA,,"0,00000000","0,00000000","0,00000000",S,0,VIOLETA
KM-DM0008,MASCARAS FACIALES DESCARTABLES,B,6,54,ECUADOR,,"0,00000000","0,00000000","0,00000000",S,0,GRIS
KMN100L,SELLADORA,B,4,67,CHINA,,"2459,46001230","1819,99999272","1844,58999631",S,0,AZUL
KMNCP-120120,"PAPEL CREPADO AZUL 120 X 120 CM, 60 G, CAJA X 200 UNIDADES",B,4,67,CHINA,,"157,40999969","118,00000071","127,44000102",S,0,ROJO
KMNCP-120120 U,"PAPEL CREPADO AZUL 120 X 120 CM, 60 G, UNIDAD",B,4,67,CHINA,,"0,00000000","0,00000000","0,00000000",S,0,VERDE
KMNHG-075100,"ROLLO CON FUELLE 7,5CM X 100M, PARA ESTERILIZACION A VAPOR Y ETO",B,4,67,CHINA,,"16,07000011","11,99999990","12,99999995",S,0,AMARILLO
KMNHG-100100,"ROLLO CON FUELLE 10CM X 100M, PARA ESTERILIZACION A VAPOR Y ETO",B,4,67,CHINA,,"21,41999989","15,99999995","17,50000007",S,0,NARANJA
KMNHG-150100,"ROLLO CON FUELLE 15CM X 100M, PARA ESTERILIZACION A VAPOR Y ETO",B,4,67,CHINA,,"32,12999974","24,00000005","26,00000018",S,0,VIOLETA
KMNHG-200100,"ROLLO CON FUELLE 20CM X 100M, PARA ESTERILIZACION A VAPOR Y ETO",B,4,67,CHINA,,"42,24999992","31,50000003","33,50000007",S,0,GRIS
KMNHG-250100,"ROLLO CON FUELLE 25CM X 100M, PARA ESTERILIZACION A VAPOR Y ETO",B,4,67,CHINA,,"52,36000037","39,49999968","42,00000013",S,0,AZUL
KMNHG-300100,"ROLLO CON FUELLE 30CM X 100M, PARA ESTERILIZACION A VAPOR Y ETO",B,4,67,CHINA,,"61,29000012","46,00000000","49,49999960",S,0,ROJO
KMNHG-350100,"ROLLO CON FUELLE 35CM X 100M, PARA ESTERILIZACION A VAPOR Y ETO",B,4,67,CHINA,,"71,39999943","53,49999989","57,49999971",S,0,VERDE
KMNHG-400100,"ROLLO CON FUELLE 40CM X 100M, PARA ESTERILIZACION A VAPOR Y ETO",B,4,67,CHINA,,"79,73000024","60,00000042","63,99999981",S,0,AMARILLO
KMNHG-450100,"ROLLO CON FUELLE 45CM X 100M, PARA ESTERILIZACION A VAPOR Y ETO",B,4,67,CHINA,,"89,85000018","67,50000013","71,99999993",S,0,NARANJA
KMNHG-500100,"ROLLO CON FUELLE 50CM X 100M, PARA ESTERILIZACION A VAPOR Y ETO",B,4,67,CHINA,"15,00000007","84,00000034","75,00000030","80,50000040",S,0,VIOLETA
KMNHP-420600,BOLSA PLANA DE ESTERILIZACION TERMOSELLADA 420MM X 600MM,B,4,67,CHINA,,"0,00000000","0,00000000","0,00000000",S,0,GRIS
KMNHR-050200,"ROLLO SIN FUELLE 5CM X 200M, PARA ESTERILIZACION A VAPOR Y ETO",B,4,67,CHINA,,"15,34000012","11,50000003","12,50000009",S,0,AZUL
KMNHR-075200,"ROLLO SIN FUELLE 7,5CM X 200M, PARA ESTERILIZACION A VAPOR Y ETO",B,4,67,CHINA,,"22,61000016","17,00000005","18,49999991",S,0,ROJO
KMNHR-075200 M,"ROLLO SIN FUELLE 7,5CM X 200M, PARA ESTERILIZACION A VAPOR Y ETO, METROS",B,4,67,CHINA,,"0,00000000","0,00000000","0,00000000",S,0,VERDE
KMNHR-100200,"ROLLO SIN FUELLE 10CM X 200M, PARA ESTERILIZACION A VAPOR Y ETO",B,4,67,CHINA,,"30,59999982","23,00000005","24,49999980",S,0,AMARILLO
KMNHR-100200 M,"ROLLO SIN FUELLE 10CM X 200M, PARA ESTERILIZACION A VAPOR Y ETO, METROS",B,4,67,CHINA,,"0,00000000","0,00000000","0,00000000",S,0,NARANJA
KMNHR-150200,"ROLLO SIN FUELLE 15CM X 200M, PARA ESTERILIZACION A VAPOR Y ETO",B,4,67,CHINA,,"45,21999968","33,99999986","36,50000026",S,0,VIOLETA
KMNHR-150200 M,"ROLLO SIN FUELLE 15CM X 200M, PARA ESTERILIZACION A VAPOR Y ETO, METROS",B,4,67,CHINA,,"0,00000000","0,00000000","0,00000000",S,0,GRIS
KMNHR-200200,"ROLLO SIN FUELLE 20CM X 200M, PARA ESTERILIZACION A VAPOR Y ETO",B,4,67,CHINA,,"60,60000036","45,50000027","48,49999990",S,0,AZUL
KMNHR-200200 M,"ROLLO SIN FUELLE 20CM X 200M, PARA ESTERILIZACION A VAPOR Y ETO, METROS",B,4,67,CHINA,,"0,00000000","0,00000000","0,00000000",S,0,ROJO
KMNHR-250200,"ROLLO SIN FUELLE 25CM X 200M, PARA ESTERILIZACION A VAPOR Y ETO",B,4,67,CHINA,,"75,56999940","57,00000011","60,99999969",S,0,VERDE
KMNHR-300200,"ROLLO SIN FUELLE 30CM X 200M, PARA ESTERILIZACION A VAPOR Y ETO",B,4,67,CHINA,,"91,20000000","68,50000027","72,99999985",S,0,AMARILLO
KMNHR-300200 M,"ROLLO SIN FUELLE 30CM X 200M, PARA ESTERILIZACION A VAPOR Y ETO, METROS",B,4,67,CHINA,,"0,00000000","0,00000000","0,00000000",S,0,NARANJA
KMNHR-350200,"ROLLO SIN FUELLE 35CM X 200M, PARA ESTERILIZACION A VAPOR Y ETO",B,4,67,CHINA,,"106,79999957","79,99999944","84,99999974",S,0,VIOLETA
KMNHR-400200,"ROLLO SIN FUELLE 40CM X 200M, PARA ESTERILIZACION A VAPOR Y ETO",B,4,67,CHINA,,"120,78999988","90,99999955","97,49999922",S,0,GRIS
KMNHR-400200 M,"ROLLO SIN FUELLE 40CM X 200M, PARA ESTERILIZACION A VAPOR Y ETO, METROS",B,4,67,CHINA,,"0,00000000","0,00000000","0,00000000",S,0,AZUL
KMNHR-500200,"ROLLO SIN FUELLE 50CM X 200MM, PARA ESTERILIZACION A VAPOR Y ETO",B,4,67,CHINA,,"151,80000091","113,99999943","121,49999903",S,0,ROJO
KMNHR-500200 M,"ROLLO SIN FUELLE 50CM X 200M, PARA ESTERILIZACION A VAPOR Y ETO, METROS",B,4,67,CHINA,,"0,00000000","0,00000000","0,00000000",S,0,VERDE
KMNNF-120120,"PAPEL CREPADO VERDE 120 X 120CM, CAJA X 200 UNIDADES",B,4,67,CHINA,,"159,79000016","119,99999952","133,88999906",S,0,AMARILLO
KMNPS,TIRA INDICADORA PARA ESTERILIZACION A PEROXIDO DE HIDROGENO,B,4,67,CHINA,,"15,95999989","11,93999994","12,41999999",N,0,NARANJA
KMNPS-015100,TIRA INDICADORA PARA ESTERILIZACION A PEROXIDO DE HIDROGENO - UNIDAD,B,4,67,CHINA,,"0,08000000","0,06000000","0,06000000",S,0,VIOLETA
KMNPT-1950,"CINTA INDICADORA PARA ESTERILIZACION POR PLASMA, 19MM X 50M",B,4,67,CHINA,,"10,01999998","7,49999998","7,79999995",S,0,GRIS
KMNST-1950,"CINTA INDICADORA PARA ESTERILIZACION A VAPOR, 19MM X 50M",B,4,67,CHINA,,"3,68000000","2,74999999","2,86000001",S,0,AZUL
KMNTR-,,B,,,,"14,99999999",,,,N,0,ROJO
KMNTR-075100,"ROLLO DE TYVEK 7.5CM X 100M, PARA ESTERILIZACION POR PLASMA",B,4,67,CHINA,,"36,89000004","27,50000014","29,99999976",S,0,VERDE
KMNTR-075100 M,"ROLLO DE TYVEK 7.5CM X 100M, PARA ESTERILIZACION POR PLASMA, METROS",B,4,67,CHINA,,"0,00000000","0,00000000","0,00000000",S,0,AMARILLO
KMNTR-100070,"ROLLO DE TYVEK 10CM X 70M, PARA ESTERILZIACION POR PLASMA",B,4,67,CHINA,,"49,39000010","36,99999985","40,00000008",S,0,NARANJA
KMNTR-100100,"ROLLO DE TYVEK 10CM X 100M, PARA ESTERILIZACION POR PLASMA",B,4,67,CHINA,,"49,39000035","36,99999974","40,00000020",S,0,VIOLETA
KMNTR-100100 M,"ROLLO DE TYVEK 10CM X 100M, PARA ESTERILIZACION POR PLASMA, METROS",B,4,67,CHINA,,"0,00000000","0,00000000","0,00000000",S,0,GRIS
KMNTR-10070,,B,,,,"15,00000005",,,,N,0,AZUL
KMNTR-150100,"ROLLO DE TYVEK 15CM X 100M, PARA ESTERILIZACION POR PLASMA",B,4,67,CHINA,,"73,75000052","54,99999994","59,50000006",S,0,ROJO
KMNTR-150100 M,"ROLLO DE TYVEK 15CM X 100M, PARA ESTERILIZACION POR PLASMA, METROS",B,4,67,CHINA,,"0,00000000","0,00000000","0,00000000",S,0,VERDE
KMNTR-200100,"ROLLO DE TYVEK 20CM X 100M, PARA ESTERILIZACION POR PLASMA",B,4,67,CHINA,,"100,88999990","75,49999977","81,49999984",S,0,AMARILLO
KMNTR-200100 M,"ROLLO DE TYVEK 20CM X 100M, PARA ESTERILIZACION POR PLASMA, METROS",B,4,67,CHINA,,"0,00000000","0,00000000","0,00000000",S,0,NARANJA
KMNTR-250100,"ROLLO DE TYVEK 25CM X 100M, PARA ESTERILIZACION POR PLASMA",B,4,67,CHINA,,"126,26000038","94,49999943","102,00000031",S,0,VIOLETA
KMNTR-250100 M,"ROLLO DE TYVEK 25CM X 100M, PARA ESTERILIZACION POR PLASMA, METROS",B,4,67,CHINA,,"0,00000000","0,00000000","0,00000000",S,0,GRIS
KMNTR-300100,"ROLLO DE TYVEK 30CM X 100M, PARA ESTERILIZACION POR PLASMA",B,4,67,CHINA,,"152,31999909","113,49999921","122,50000074",S,0,AZUL
KMNTR-350100,"ROLLO DE TYVEK 35CM X 100M, PARA ESTERILIZACION POR PLASMA",B,4,67,CHINA,,"174,91999930","132,00000040","142,50000057",S,0,ROJO
KMNTR-350100 M,"ROLLO DE TYVEK 35CM X 100M, PARA ESTERILIZACION POR PLASMA, METROS",B,4,67,CHINA,,"0,00000000","0,00000000","0,00000000",S,0,VERDE
KMNTR-400100,"ROLLO DE TYVEK 40CM X 100M, PARA ESTERILIZACION POR PLASMA",B,4,67,CHINA,,"200,07000160","150,99999909","162,99999984",S,0,AMARILLO
KMNTR-500100,"ROLLO DE TYVEK 50CM X 100M, PARA ESTERILIZACION POR PLASMA",B,4,67,CHINA,,"251,92999824","189,00000113","203,49999980",S,0,NARANJA
KMNTR-500100 M,"ROLLO DE TYVEK 50CM X 100M, PARA ESTERILIZACION POR PLASMA, METROS",B,4,67,CHINA,,"0,00000000","0,00000000","0,00000000",S,0,VIOLETA
KN.1403.30,PERIOSTOTOMO CUSHING 8 MM X 170 MM,B,1,22,ALEMANIA,,"66,80999960","66,81000053","66,81000033",S,0,GRIS
KV.1712.16,"AGUJAS DE KIRSCHNER CON PUNTA DE TROCAR Y CABO PLANO, DE ACERO INOXIDABLE",B,1,22,ALEMANIA,,"5,00000000","5,00000003","5,00000003",S,0,AZUL
LDA-694,ADAPTADOR DE TUERCA HEXAGONAL PARA PIN LDP-695,B,8,64,ESTADOS UNIDOS,,"0,00000000","0,00000000","0,00000000",S,0,ROJO
LDA-764,ADAPTADOR LINER LIBERTY II,B,8,64,ESTADOS UNIDOS,,"0,00000000","0,00000000","0,00000000",S,0,VERDE
LDP-695,"PIN SERRADO 3/8 X 2 5/8 PULG ACERO INOXIDABLE, PARA LINER",B,8,64,ESTADOS UNIDOS,,"0,00000000","0,00000000","0,00000000",S,0,AMARILLO
LDP-764,PIN PARA LINER LIBERTY II,B,8,64,ESTADOS UNIDOS,,"0,00000000","0,00000000","0,00000000",S,0,NARANJA
LID-008,LIJA DE AGUA FORMATO # 150,B,20,88,MEXICO,,"0,00000000","0,00000000","0,00000000",N,0,VIOLETA
LID-013,LIJA DE AGUA FORMATO # 320,B,20,88,MEXICO,,"0,00000000","0,00000000","0,00000000",N,0,GRIS
LID-035,LIJA DE AGUA FORMATO # 220,B,20,88,MEXICO,,"0,00000000","0,00000000","0,00000000",N,0,AZUL
LL02-0424,LLAVES ALLEN EN FORMA DE L,B,6,54,ECUADOR,,"0,00000000","0,00000000","0,00000000",S,0,ROJO
